Date,Close,Predictions
2018-08-15,1214.3800048828125,1242.2373
2018-08-16,1206.489990234375,1205.4288
2018-08-17,1200.9599609375,1205.1088
2018-08-20,1207.77001953125,1199.4426
2018-08-21,1201.6199951171875,1209.9266
2018-08-22,1207.3299560546875,1199.784
2018-08-23,1205.3800048828125,1209.0009
2018-08-24,1220.6500244140625,1204.2191
2018-08-27,1241.8199462890625,1224.0739
2018-08-28,1231.1500244140625,1245.3435
2018-08-29,1249.300048828125,1225.821
2018-08-30,1239.1199951171875,1252.5546
2018-08-31,1218.18994140625,1233.2393
2018-09-04,1197.0,1211.7043
2018-09-05,1186.47998046875,1191.4963
2018-09-06,1171.43994140625,1184.8546
2018-09-07,1164.8299560546875,1169.0913
2018-09-10,1164.6400146484375,1165.4222
2018-09-11,1177.3599853515625,1166.5507
2018-09-12,1162.8199462890625,1182.0198
2018-09-13,1175.3299560546875,1159.9873
2018-09-14,1172.530029296875,1179.8293
2018-09-17,1156.050048828125,1171.7788
2018-09-18,1161.219970703125,1152.8486
2018-09-19,1171.0899658203125,1163.6451
2018-09-20,1186.8699951171875,1173.8583
2018-09-21,1166.0899658203125,1190.7797
2018-09-24,1173.3699951171875,1160.5382
2018-09-25,1184.6500244140625,1176.022
2018-09-26,1180.489990234375,1186.9504
2018-09-27,1194.6400146484375,1179.1707
2018-09-28,1193.469970703125,1198.083
2018-10-01,1195.31005859375,1192.1384
2018-10-02,1200.1099853515625,1195.4069
2018-10-03,1202.949951171875,1200.5787
2018-10-04,1168.18994140625,1202.8796
2018-10-05,1157.3499755859375,1159.1523
2018-10-08,1148.969970703125,1156.6041
2018-10-09,1138.8199462890625,1148.3666
2018-10-10,1081.219970703125,1138.645
2018-10-11,1079.3199462890625,1070.7948
2018-10-12,1110.0799560546875,1084.0989
2018-10-15,1092.25,1120.3134
2018-10-16,1121.280029296875,1091.0912
2018-10-17,1115.68994140625,1130.764
2018-10-18,1087.969970703125,1115.1326
2018-10-19,1096.4599609375,1083.5414
2018-10-22,1101.1600341796875,1100.3317
2018-10-23,1103.68994140625,1103.4939
2018-10-24,1050.7099609375,1105.869
2018-10-25,1095.5699462890625,1041.136
2018-10-26,1071.469970703125,1108.3419
2018-10-29,1020.0800170898438,1067.5243
2018-10-30,1036.2099609375,1013.26056
2018-10-31,1076.77001953125,1043.4448
2018-11-01,1070.0,1087.9447
2018-11-02,1057.7900390625,1070.986
2018-11-05,1040.0899658203125,1057.6729
2018-11-06,1055.81005859375,1038.5947
2018-11-07,1093.3900146484375,1061.424
2018-11-08,1082.4000244140625,1102.7809
2018-11-09,1066.1500244140625,1081.0231
2018-11-12,1038.6300048828125,1064.2457
2018-11-13,1036.050048828125,1034.6791
2018-11-14,1043.6600341796875,1038.2673
2018-11-15,1064.7099609375,1047.9862
2018-11-16,1061.489990234375,1071.649
2018-11-19,1020.0,1062.8351
2018-11-20,1025.760009765625,1014.00525
2018-11-21,1037.6099853515625,1029.88
2018-11-23,1023.8800048828125,1042.4072
2018-11-26,1048.6199951171875,1024.0411
2018-11-27,1044.4100341796875,1056.1205
2018-11-28,1086.22998046875,1045.2803
2018-11-29,1088.300048828125,1096.1305
2018-11-30,1094.4300537109375,1088.6249
2018-12-03,1106.4300537109375,1095.8445
2018-12-04,1050.8199462890625,1108.3734
2018-12-06,1068.72998046875,1038.9563
2018-12-07,1036.5799560546875,1074.493
2018-12-10,1039.550048828125,1031.2646
2018-12-11,1051.75,1043.5183
2018-12-12,1063.6800537109375,1056.6719
2018-12-13,1061.9000244140625,1068.4235
2018-12-14,1042.0999755859375,1063.2657
2018-12-17,1016.530029296875,1039.7676
2018-12-18,1028.7099609375,1013.6961
2018-12-19,1023.010009765625,1033.6865
2018-12-20,1009.4099731445312,1024.3806
2018-12-21,979.5399780273438,1009.77637
2018-12-24,976.219970703125,977.1168
2018-12-26,1039.4599609375,979.2115
2018-12-27,1043.8800048828125,1053.9811
2018-12-28,1037.0799560546875,1046.6504
2018-12-31,1035.6099853515625,1037.2188
2019-01-02,1045.8499755859375,1035.9711
2019-01-03,1016.0599975585938,1048.4633
2019-01-04,1070.7099609375,1011.27594
2019-01-07,1068.3900146484375,1082.7717
2019-01-08,1076.280029296875,1068.0345
2019-01-09,1074.6600341796875,1078.6648
2019-01-10,1070.3299560546875,1074.2203
2019-01-11,1057.18994140625,1069.794
2019-01-14,1044.68994140625,1055.257
2019-01-15,1077.1500244140625,1043.6959
2019-01-16,1080.969970703125,1085.4073
2019-01-17,1089.9000244140625,1082.6068
2019-01-18,1098.260009765625,1092.7363
2019-01-22,1070.52001953125,1100.1216
2019-01-23,1075.5699462890625,1064.8401
2019-01-24,1073.9000244140625,1077.8429
2019-01-25,1090.989990234375,1074.322
2019-01-28,1070.0799560546875,1095.8038
2019-01-29,1060.6199951171875,1066.3906
2019-01-30,1089.06005859375,1060.3754
2019-01-31,1116.3699951171875,1096.1772
2019-02-01,1110.75,1122.4327
2019-02-04,1132.800048828125,1109.1692
2019-02-05,1145.989990234375,1137.1597
2019-02-06,1115.22998046875,1147.1326
2019-02-07,1098.7099609375,1106.9413
2019-02-08,1095.06005859375,1095.4325
2019-02-11,1095.010009765625,1094.9113
2019-02-12,1121.3699951171875,1096.2626
2019-02-13,1120.1600341796875,1128.3378
2019-02-14,1121.6700439453125,1120.0126
2019-02-15,1113.6500244140625,1122.4327
2019-02-19,1118.56005859375,1111.8119
2019-02-20,1113.800048828125,1120.0365
2019-02-21,1096.969970703125,1112.8792
2019-02-22,1110.3699951171875,1094.0427
2019-02-25,1109.4000244140625,1114.5216
2019-02-26,1115.1300048828125,1109.6809
2019-02-27,1116.050048828125,1117.3025
2019-02-28,1119.9200439453125,1116.5968
2019-03-01,1140.989990234375,1121.1567
2019-03-04,1147.800048828125,1145.6544
2019-03-05,1162.030029296875,1148.4337
2019-03-06,1157.8599853515625,1164.3579
2019-03-07,1143.300048828125,1155.2595
2019-03-08,1142.3199462890625,1139.1108
2019-03-11,1175.760009765625,1141.9756
2019-03-12,1193.199951171875,1183.1827
2019-03-13,1193.3199462890625,1195.5511
2019-03-14,1185.550048828125,1191.4706
2019-03-15,1184.4599609375,1181.8795
2019-03-18,1184.260009765625,1182.8951
2019-03-19,1198.8499755859375,1183.0686
2019-03-20,1223.969970703125,1201.5001
2019-03-21,1231.5400390625,1228.3329
2019-03-22,1205.5,1230.5497
2019-03-25,1193.0,1196.4297
2019-03-26,1184.6199951171875,1189.244
2019-03-27,1173.02001953125,1181.9697
2019-03-28,1168.489990234375,1170.469
2019-03-29,1173.31005859375,1168.2899
2019-04-01,1194.4300537109375,1175.233
2019-04-02,1200.489990234375,1199.7131
2019-04-03,1205.9200439453125,1200.8309
2019-04-04,1215.0,1206.075
2019-04-05,1207.1500244140625,1215.4291
2019-04-08,1203.8399658203125,1203.0654
2019-04-09,1197.25,1201.8069
2019-04-10,1202.1600341796875,1194.4172
2019-04-11,1204.6199951171875,1202.809
2019-04-12,1217.8699951171875,1204.2456
2019-04-15,1221.0999755859375,1220.2784
2019-04-16,1227.1300048828125,1220.1265
2019-04-17,1236.3399658203125,1227.0989
2019-04-18,1236.3699951171875,1236.608
2019-04-22,1248.8399658203125,1234.0256
2019-04-23,1264.550048828125,1250.0149
2019-04-24,1256.0,1265.622
2019-04-25,1263.449951171875,1250.3927
2019-04-26,1272.1800537109375,1263.2646
2019-04-29,1287.5799560546875,1271.2869
2019-04-30,1188.47998046875,1288.5101
2019-05-01,1168.0799560546875,1158.6879
2019-05-02,1162.6099853515625,1168.1874
2019-05-03,1185.4000244140625,1162.9604
2019-05-06,1189.3900146484375,1194.1685
2019-05-07,1174.0999755859375,1191.4161
2019-05-08,1166.27001953125,1171.465
2019-05-09,1162.3800048828125,1165.6322
2019-05-10,1164.27001953125,1162.3864
2019-05-13,1132.030029296875,1165.7256
2019-05-14,1120.43994140625,1125.3071
2019-05-15,1164.2099609375,1120.477
2019-05-16,1178.97998046875,1176.1836
2019-05-17,1162.300048828125,1182.1545
2019-05-20,1138.8499755859375,1158.2317
2019-05-21,1149.6300048828125,1133.84
2019-05-22,1151.4200439453125,1153.2736
2019-05-23,1140.77001953125,1152.2496
2019-05-24,1133.469970703125,1139.3853
2019-05-28,1134.1500244140625,1133.2699
2019-05-29,1116.4599609375,1135.8563
2019-05-30,1117.949951171875,1114.0331
2019-05-31,1103.6300048828125,1120.7728
2019-06-03,1036.22998046875,1102.4117
2019-06-04,1053.050048828125,1024.9629
2019-06-05,1042.219970703125,1061.8591
2019-06-06,1044.3399658203125,1043.7781
2019-06-07,1066.0400390625,1049.6587
2019-06-10,1080.3800048828125,1074.0748
2019-06-11,1078.719970703125,1085.8479
2019-06-12,1077.030029296875,1080.132
2019-06-13,1088.77001953125,1078.1082
2019-06-14,1085.3499755859375,1092.3744
2019-06-17,1092.5,1085.5103
2019-06-18,1103.5999755859375,1095.242
2019-06-19,1102.3299560546875,1106.7595
2019-06-20,1111.4200439453125,1102.7347
2019-06-21,1121.8800048828125,1114.2091
2019-06-24,1115.52001953125,1124.5145
2019-06-25,1086.3499755859375,1114.4185
2019-06-26,1079.800048828125,1080.9803
2019-06-27,1076.010009765625,1080.5681
2019-06-28,1080.9100341796875,1077.4055
2019-07-01,1097.949951171875,1084.5857
2019-07-02,1111.25,1103.7266
2019-07-03,1121.5799560546875,1115.3999
2019-07-05,1131.5899658203125,1124.4265
2019-07-08,1116.3499755859375,1133.7084
2019-07-09,1124.8299560546875,1112.5781
2019-07-10,1140.47998046875,1127.1044
2019-07-11,1144.2099609375,1143.6492
2019-07-12,1144.9000244140625,1144.574
2019-07-15,1150.3399658203125,1144.6565
2019-07-16,1153.5799560546875,1151.0905
2019-07-17,1146.3499755859375,1153.6893
2019-07-18,1146.3299560546875,1144.225
2019-07-19,1130.0999755859375,1146.3805
2019-07-22,1138.0699462890625,1126.4647
2019-07-23,1146.2099609375,1140.9462
2019-07-24,1137.81005859375,1148.316
2019-07-25,1132.1199951171875,1136.1926
2019-07-26,1250.4100341796875,1131.5275
2019-07-29,1239.4100341796875,1277.4233
2019-07-30,1225.1400146484375,1230.327
2019-07-31,1216.6800537109375,1218.9865
2019-08-01,1209.010009765625,1210.8032
2019-08-02,1193.989990234375,1204.5936
2019-08-05,1152.3199462890625,1188.8058
2019-08-06,1169.949951171875,1142.1542
2019-08-07,1173.989990234375,1176.4135
2019-08-08,1204.800048828125,1175.0465
2019-08-09,1188.010009765625,1212.9158
2019-08-12,1174.7099609375,1182.2188
2019-08-13,1197.27001953125,1171.6746
2019-08-14,1164.2900390625,1202.3654
2019-08-15,1167.260009765625,1154.7958
2019-08-16,1177.5999755859375,1169.3911
2019-08-19,1198.449951171875,1179.7384
2019-08-20,1182.68994140625,1203.1333
2019-08-21,1191.25,1177.4167
2019-08-22,1189.530029296875,1193.2277
2019-08-23,1151.2900390625,1187.6859
2019-08-26,1168.8900146484375,1141.707
2019-08-27,1167.8399658203125,1174.7183
2019-08-28,1171.02001953125,1167.2091
2019-08-29,1192.8499755859375,1172.5853
2019-08-30,1188.0999755859375,1197.9733
2019-09-03,1168.3900146484375,1185.6946
2019-09-04,1181.4100341796875,1163.3407
2019-09-05,1211.3800048828125,1184.8551
2019-09-06,1204.9300537109375,1217.6626
2019-09-09,1204.4100341796875,1201.3854
2019-09-10,1206.0,1203.4401
2019-09-11,1220.1700439453125,1204.9587
2019-09-12,1234.25,1222.4482
2019-09-13,1239.56005859375,1235.7379
2019-09-16,1231.300048828125,1238.5066
2019-09-17,1229.1500244140625,1226.8873
2019-09-18,1232.4100341796875,1227.0886
2019-09-19,1238.7099609375,1231.6917
2019-09-20,1229.9300537109375,1238.7881
2019-09-23,1234.030029296875,1225.9917
2019-09-24,1218.760009765625,1234.2612
2019-09-25,1246.52001953125,1213.3835
2019-09-26,1241.3900146484375,1253.466
2019-09-27,1225.0899658203125,1237.2341
2019-09-30,1219.0,1219.9781
2019-10-01,1205.0999755859375,1216.8744
2019-10-02,1176.6300048828125,1201.1002
2019-10-03,1187.8299560546875,1170.2039
2019-10-04,1209.0,1192.547
2019-10-07,1207.6800537109375,1214.398
2019-10-08,1189.1300048828125,1206.7866
2019-10-09,1202.31005859375,1184.303
2019-10-10,1208.6700439453125,1205.9034
2019-10-11,1215.449951171875,1209.1086
2019-10-14,1217.1400146484375,1216.3347
2019-10-15,1243.010009765625,1216.2024
2019-10-16,1243.6400146484375,1248.1088
2019-10-17,1253.0699462890625,1240.6582
2019-10-18,1245.489990234375,1253.3898
2019-10-21,1246.1500244140625,1240.5037
2019-10-22,1242.800048828125,1244.6323
2019-10-23,1259.1300048828125,1239.9371
2019-10-24,1260.989990234375,1261.9938
2019-10-25,1265.1300048828125,1258.8021
2019-10-28,1290.0,1264.2747
2019-10-29,1262.6199951171875,1293.965
2019-10-30,1261.2900390625,1251.1876
2019-10-31,1260.1099853515625,1260.3531
2019-11-01,1273.739990234375,1257.5659
2019-11-04,1291.3699951171875,1275.9506
2019-11-05,1292.030029296875,1293.3175
2019-11-06,1291.800048828125,1288.6813
2019-11-07,1308.8599853515625,1288.724
2019-11-08,1311.3699951171875,1310.2054
2019-11-11,1299.18994140625,1307.4944
2019-11-12,1298.800048828125,1292.1929
2019-11-13,1298.0,1296.0569
2019-11-14,1311.4599609375,1294.7113
2019-11-15,1334.8699951171875,1312.4955
2019-11-18,1320.699951171875,1337.3165
2019-11-19,1315.4599609375,1311.4445
2019-11-20,1303.050048828125,1311.1742
2019-11-21,1301.3499755859375,1296.0895
2019-11-22,1295.3399658203125,1298.8853
2019-11-25,1306.68994140625,1291.2273
2019-11-26,1313.550048828125,1308.0623
2019-11-27,1312.989990234375,1312.1787
2019-11-29,1304.9599609375,1309.6499
2019-12-02,1289.9200439453125,1299.6538
2019-12-03,1295.280029296875,1283.3755
2019-12-04,1320.5400390625,1295.3237
2019-12-05,1328.1300048828125,1324.8114
2019-12-06,1340.6199951171875,1325.8354
2019-12-09,1343.56005859375,1340.1088
2019-12-10,1344.6600341796875,1339.0995
2019-12-11,1345.02001953125,1340.2726
2019-12-12,1350.27001953125,1340.4354
2019-12-13,1347.8299560546875,1347.3568
2019-12-16,1361.1700439453125,1342.4316
2019-12-17,1355.1199951171875,1361.0099
2019-12-18,1352.6199951171875,1347.9102
2019-12-19,1356.0400390625,1348.2017
2019-12-20,1349.5899658203125,1352.8809
2019-12-23,1348.8399658203125,1343.464
2019-12-24,1343.56005859375,1345.3307
2019-12-26,1360.4000244140625,1338.333
2019-12-27,1351.8900146484375,1362.1571
2019-12-30,1336.1400146484375,1344.2423
2019-12-31,1337.02001953125,1328.6206
2020-01-02,1367.3699951171875,1334.7925
2020-01-03,1360.6600341796875,1372.6606
2020-01-06,1394.2099609375,1352.635
2020-01-07,1393.3399658203125,1400.2256
2020-01-08,1404.3199462890625,1384.6409
2020-01-09,1419.8299560546875,1402.0497
2020-01-10,1429.72998046875,1416.7574
2020-01-13,1439.22998046875,1424.6615
2020-01-14,1430.8800048828125,1433.9828
2020-01-15,1439.199951171875,1419.893
2020-01-16,1451.699951171875,1435.2084
2020-01-17,1480.3900146484375,1447.3234
2020-01-21,1484.4000244140625,1480.6683
2020-01-22,1485.949951171875,1474.398
2020-01-23,1486.6500244140625,1477.1213
2020-01-24,1466.7099609375,1477.1313
2020-01-27,1433.9000244140625,1451.2238
2020-01-28,1452.56005859375,1417.4133
2020-01-29,1458.6300048828125,1454.7826
2020-01-30,1455.8399658203125,1452.162
2020-01-31,1434.22998046875,1448.3405
2020-02-03,1485.93994140625,1420.6793
2020-02-04,1447.0699462890625,1497.4331
2020-02-05,1448.22998046875,1421.8367
2020-02-06,1476.22998046875,1446.2212
2020-02-07,1479.22998046875,1476.579
2020-02-10,1508.6800537109375,1470.2972
2020-02-11,1508.7900390625,1509.5084
2020-02-12,1518.27001953125,1496.0266
2020-02-13,1514.6600341796875,1511.6158
2020-02-14,1520.739990234375,1501.7051
2020-02-18,1519.6700439453125,1513.0585
2020-02-19,1526.68994140625,1508.3086
2020-02-20,1518.1500244140625,1519.2802
2020-02-21,1485.1099853515625,1504.4677
2020-02-24,1421.5899658203125,1465.8204
2020-02-25,1388.449951171875,1396.2821
2020-02-26,1393.1800537109375,1379.0955
2020-02-27,1318.0899658203125,1394.4885
2020-02-28,1339.3299560546875,1292.8964
2020-03-02,1389.1099853515625,1352.4464
2020-03-03,1341.3900146484375,1400.8724
2020-03-04,1386.52001953125,1322.1638
2020-03-05,1319.0400390625,1401.4009
2020-03-06,1298.4100341796875,1290.9889
2020-03-09,1215.56005859375,1296.6846
2020-03-10,1280.3900146484375,1191.7654
2020-03-11,1215.4100341796875,1305.5963
2020-03-12,1114.9100341796875,1194.8867
2020-03-13,1219.72998046875,1097.0836
2020-03-16,1084.3299560546875,1253.8517
2020-03-17,1119.800048828125,1050.2556
2020-03-18,1096.800048828125,1140.5975
2020-03-19,1115.2900390625,1094.4629
2020-03-20,1072.3199462890625,1126.4895
2020-03-23,1056.6199951171875,1066.6349
2020-03-24,1134.4599609375,1059.5345
2020-03-25,1102.489990234375,1155.759
2020-03-26,1161.75,1097.1404
2020-03-27,1110.7099609375,1178.589
2020-03-30,1146.8199462890625,1098.3923
2020-03-31,1162.81005859375,1158.329
2020-04-01,1105.6199951171875,1166.1193
2020-04-02,1120.8399658203125,1093.6722
2020-04-03,1097.8800048828125,1128.0852
2020-04-06,1186.9200439453125,1094.7222
2020-04-07,1186.510009765625,1210.5764
2020-04-08,1210.280029296875,1185.1116
2020-04-09,1211.449951171875,1216.5038
2020-04-13,1217.56005859375,1209.3395
2020-04-14,1269.22998046875,1217.7611
2020-04-15,1262.469970703125,1280.024
